X;Vigenere_r1;Vigenere_r5;Vigenere_r10;Affine;Uniform;Recursive
фактихочкр;ипажщіґйае;реоньсфюзє;щдбмцьцгґд;ужхьегіщхґ;мрцпчцгубй;юомбновртз
ихіткуопра;жузрїсмною;цецґжеябвч;игґдчххґґс;вцьжлгшуоп;врмиіїщйив;пєцаццпїюи
вдувалитак;чьлчхєвкхе;вілумлмксь;йаждщкцігс;вщцвшюьеші;хьфиждітап;фчоїьзелсг
іпоглядина;ионвкюґзмя;хияиьйщффл;хнпябфяеяд;фяюмшїоуьй;маюххїйгіш;алльїзсьол
жальджитец;ткщіптфгрє;нчйфжнґращ;втґищєєйжа;хесгтхднїи;руьдябґрїй;дьвябаббвг
ькийфактів;вплощдпчмє;сґєвхфґпаг;тчглппвщгч;лмжкгсмяих;мсртсинлєґ;ідмсґхщснд
подаєдужем;утзґізчїир;жуйьбчшмги;яяфдксокґу;орйузйиєіф;йджяобткру;нчідмсґхщс
алоізуніат;їчьусвщуїб;двзаршґвта;лдйтбьачкй;ихшспачсия;єедтйхпгїр;юпнгруиаии
ськоїлітер;жнбдявюзцє;озрщжїушнм;жхєіеябвац;лчйагоюреи;тюиршфжнмж;єсшмічдяґг
атуриввінц;пжзещссьгї;їщлпцкзгмз;ьцзимсічоц;дчшхлєємтю;чаваоїьвбс;аббвгджйсб
итуєтільки;хґдтґцьїщх;ярвіеайзоч;дфнучбзґшя;еопгоєіцие;тюяршюцхрц;аттіаіітат
народовеща;обспепгєьб;шеівещжьйб;лощірфніцж;йнтдидбвмн;нлуччмґьар;ґжїряпоґтц
ниетайтозх;чрмяиуяшпв;вчцжшюедшр;яйнхіцуухш;изяенаещуь;бїщґлжвґхн;чїеофзаззо
ибноюдатою;ґшіїхячмїх;анпспшмфсп;щцшчяшєшюв;сфцтгжшетг;еиимччартш;здкпаппдфщ
боподаєщов;рґдґфпцлґс;яхвхґюкїхб;зтвацншилг;жбрботуїбч;уйґоьґмтха;бґдзкуґчюх
онобуловид;щшщїбцщйсм;ниємнкіфхя;шнмєиссгсо;шїшрзйшгяо;моррффмуйш;жмфєюдгжіп
анерколивд;тешзгєґяфч;зицзлчжьфе;мшчжїжсцзл;ічдфьцщбзе;йдкжяїмбст;шєвзірюомб
ійсностісе;вґїжзїйвїь;хвиуавіачс;квяиксйдиз;гямфтмкгмй;грхьаркещх;ддилхєяеді
булотретєв;ґцосхузхид;лгєдібпкчф;юечпшявноф;шньсюцфюик;цфйоґльпєк;аддилхєяед
иданняперш;кзґссгуифя;хнчтєкюахо;їґушґцьлчі;фхцммйздтч;екіьїпщзрє;жєлтґцьури
евийшлощер;цтьалвдмцє;глнхіїюгог;вюііюґнфиу;лвшйґгсялі;зегчеотєрз;ощкифбхцоі
ачетвертер;фоьйцьійьі;жткдмкльтб;ципїжсктбж;жвкпскепке;йфґокифзот;ьюшцсквмоб
ульвовідіо;яфеічіркрч;чцтвоетьіо;жфсюїсйфгш;чґиїхїзазх;фомььгптьк;каккшзґйнь
бродійжите;узєчавьяіш;схжєоайафй;чєгщерчїтд;жчхїорлнщй;чіжтпевлцї;ґхщсндтчми
цькийцитує;цькийцитує;дрїсддарбя;ґвасрлтгзн;жчнюґжютвх;нкяоьижнєя;идлрвтфйґн
зсеїкнигит;глаежіґьґм;ормьіцзйшп;дцбжїдуфеп;яцнкйшлвлз;дещмчїсюцг;ялкщиемтдч
ількидолуч;цьїщхраьдз;внбпжщрпшх;хїлфрщднєє;тсзйкєїспо;щрощнйрпгь;ижоціґлпбр
енуприкінц;щєйзиаґбєм;внжюмекщщт;облортхивя;ґлсножїзлф;нисрцуіенв;дфщрмгптжь
іпіснькате;шгшдбкюнеу;кяьецачпєл;жижуиживьл;єнєгюепощз;рйхсбзегюп;іисюпнгруи
хизмовуале;кяюдєфїтґш;ееоуямпзтр;стжмщїозбд;зфхомяібпш;ябшлчсеюущ;цаццпїюижо
просамукни;лмкнщїпийе;адтефьжовб;ощшпьажксй;жґїаорхшмі;йюхчйзтжсн;нґсхйдоужю
гуодинізці;лвьнтщусду;іящоухрреф;чешкорюяеб;аєьґкшмїйм;кчкізєгтєї;фьсоефьсое
кавішихтво;узірґпбюіч;цячеятфкьт;інпцияднсщ;яеднхбишдь;ддспващржр;юґвежктгхш
рівнашоїлі;вцнялиачьц;итбжкощіех;оювсчурдьб;нкідхчюєпк;кпталщрнсу;іощкифбхцо
тературине;тературине;жаюхззксзц;ааівйуяихф;умобузоцчм;дбузґзгяцн;илхєяедімч
каженічого;юнхубшіврв;іезсяжапоа;жхццутияяь;щшдпжнґбєб;лорчзбваас;ґикфдщбьюш
тимчасомса;йбєофїзєїф;пґцеіоїцаі;єімрцфрноб;юйтірвктвр;чситвуьґрч;жзнцигймщї
мтитулмігп;ущнщьтуоиц;єафюхечхїс;ьхскрщомбь;іврвеєіфху;рмьпємшчгк;етшнїщжґїм
оказатиавт;фрелешмежш;ґрвтзжмвлю;пчєзоїбднф;хсємєщнєзщ;щвхавїічзі;ґгєинчідмс
оровіїїзна;щющйтуурші;єнбилбзххґ;ґчшргзкпиу;гшгбюччеєз;упжлюуюкся;ьтпжчвщючх
ченнясказа;ченнясказа;ргїйакішдб;йечсїпцдзш;юмддітнєґє;шукегакцсл;ммялкщиемт
новтімтиту;хциьпфьоью;хвґзцфеїзд;сюзьіякдее;ґохжпужджт;фббїкгнїкл;хжажжмфєюд
ліщовонапо;шфзюлюьйяю;отшвтсшягд;суиглжйїзб;ґвітктдйет;зніацнхззд;йепхігкнюл
всталазпра;лбвйшйтяай;кдкіоїціюг;имчуедфсюз;псвфгфоцєф;шбнхфуфміш;їаїїфгчьфс
ктичнихкат;тьовхоатжь;ччбкауьдрд;ижбсіфйвмц;ахґрьґтакх;щсхяячбршф;жшгюбяаяяю
ехітичнихн;шкаіямеяке;іпбкряіанч;цйлозцдбгї;хусявшгвуг;єредигчечя;мсґхщсндтч
аукподаван;нєюгвтнпнб;пбикхфіюшф;унчхажкглн;пзадґфпспг;вжшошотжкт;їтбуфкдпфи
ихнародові;якетзєчєфа;бгчюизмшаб;сьґлчззупд;ндохзґсґьг;фьтігбжєіг;зьегзїсасс
василіанам;чхйвєгхзхж;пхєсхшхгіц;зїїґґюзтві;сцубдлцацп;мґґагґждут;жгікхеюґве
ивкременец;лєпхісітію;ісмкннхпаґ;пщмррєлідм;втхиїрїбїш;збжзащкфпі;чьфсїаїїфг
ькімповіті;рґбезжхбїб;ирюьмюжюгж;єґшмичарфї;фишрвьмшнш;свдбжзтгпп;тщокяйїхґщ
книгасклад;жіґьчлжзчя;ихпцїнтфун;шєюрїієхюб;ідьтшпіюшщ;ячїчґяащрі;щздкпаппдф
аєтьсяздво;жльдщєнйиц;лшвфщкьощц;ипшїжфгсмо;тчабґцпвкм;іуиидетшот;вбгґєіощки
якоготекст;йшянягршвг;убхьнйцслс;сєпхабжщгн;афцвцшрфіш;хнгнїжуюйу;фукґотєщгя
укатехізац;щрешїюнлея;вчбсеґфияц;ґмбїафдпко;яілґотцглн;иджюхралмй;гхшрлвнпгт
іїпоученія;їйрпфшєоїа;ятшртлмцйю;зіїпзйєкнц;йргщюцітйш;июбіґхґжея;ойюізрщмїш
іприкладів;уюятцчїнук;циітоьфщуе;їйєоґіопут;хцтщйзгмхш;йшїґяжгиєб;клщієохивї
поученіяпи;їімряиґхїг;шчєапцрмху;иїлфдфббаш;ермцубптеа;оґубюпчиощ;єґілцжбзип
санімовоюм;жрґюгдтдог;вьддуяяеху;яюжхитддґк;жцфлшрорбш;иптзшочгкб;мйщздкпапп
айжечистон;гмізьйфхср;ґєкулклшвд;чдикшнірлв;йкемищєвтч;мзмуцтзшеє;аззочїеофз
ародноюапр;нґвтбвлнгґ;ьчццалджєг;йюксюаюєдг;нтдийданьт;ююглєнщмпс;аюющчунєфю
икладивкот;отужйоитць;рипнгрюовр;афтикрхґкє;іиоьґійизж;єґпщкоотїк;зюєдїнщйзт
рихподанок;шоачцйжхцт;длжьвудащю;улбфжзвсіа;фбпхцеічць;жшукбмтбїє;пєцаццпїюи
ількасотоп;учзцїаьбью;кацяффгоги;исняьнретй;ющдйрцізіч;цчтигьшнуо;ріюзємуещв
овіданьлег;кюєбщйцівя;баупзашчрї;їщмзцямйпк;нфоащгржкд;фтлзшжанїі;жьдвєзмхжа
ендтапритч;ьжщйфиібйо;улаіагодіч;їісаопвггф;бїсітдоріи;югягвчнйгш;звійфґшячц
ізрізнихст;ющєющґьїжз;тоошршпуда;мпхюіяшбде;лмчлмїяжиц;иннлзтюхлд;йчєбжзнциг
аршихзбіро;нґїчзцошґв;цчнцовжагі;язєіїзнтґщ;ялшєпцйслр;ееєрятюджм;лвнпгтхкер
кізітнзлож;кізітнзлож;фрвьачожґп;мсївйглацх;ядюдчцюпйі;зґейуфахщх;пфибіїувхч
еніцерковн;шеалшзгєфе;пегїпагись;лбуіоїбтґк;уїлфучьнгї;пнфлььиуяа;тбуфкдпфиб
оюмовоюпоя;щзчщйщзьщи;кадзокажзл;влвєіжтїьу;аєґаяаєюад;яґвгьхжбду;шашшуожцбч
сненотутос;хсистцчцтх;ісщшхїчїщш;гзьочлйфцв;цшншізхзіц;пдвїжєтняж;чйєрчкжтьп
новніпитан;жзцжвибйфж;ябдкїбцхьо;єюетщдкіао;ячжящтбєоя;удївїбєіфщ;юшцсквмобп
няхристиян;ьїдаубвуїь;стчхухїїґь;яииясшсмфд;ишфєенчеши;лнтєлмюрре;оґтцлжуюсп
ськоїдогма;елягьугсбо;йшуїйьмїиб;ібїгмчбхіч;егбозґоїцф;ьедйкжгжьа;иязжнхзбиі
тикиетикиі;асхснасхст;сцчквсцчкє;уґожпрохйф;глілпглілк;фоїхюаьїчч;беєйраррєч
обрядівпро;єузсчафжзє;вамйвшблбл;йлйдзїиїрш;юнсчьаїцсю;ьзугукрцеб;ухлєтщокяй
якіськлери;якіськлери;дчфажршпяс;хмебмтглсу;бишувицкєї;фажсжєокти;дкпаппдфщр
кальніплан;зшихїекишї;лсюьдїєюад;фіссгґреия;сінузабніз;июєщіінйнй;уфкдпфибії
ипровиключ;чгґвпчюялі;ґаґчуґшяєл;ґжшувютрчу;шиьуашзщпд;юокоцьївґз;епхігкнюлй
небажанняп;вфпоцоввнґ;тжюфйдпкуф;ґгміяянзїх;шевсбсшшєу;утжчубзаіє;дтчмицгщяш
ідхилитина;жвтєїєпєкь;жтзндєечфу;бсїргюккжз;гьшйщйхйзк;хґїцмдьейр;сечаччслго
родпідпосл;щчкшркшчьф;вззчнритщс;пшцмґпрччй;ашїкчїкшпґ;етфхожгцфї;аєєксвухлє
ухпапінема;тфояоимдля;фчзшаїпщік;пфйнрзснщр;єфецеґтіьц;їсцчтґїнчщ;ббвгджйсбт
тутмовибіл;іїідєфяуаґ;штмтмжзшнй;лдтаскемнм;ьньзмцсежт;іскпзтелиь;бновртзюєд
ьшеякувсяк;мкхоазсєоа;ьиьтгунїтг;ндцґцгарґб;лкгмєшбчмє;кшьвсьиєоп;чаччслгосе
імхочбийпр;ушґьейтхюя;бєдтдфбцую;чулуїсафйц;єачніслфзб;кжпєьтлщце;цвшьхткгнр
авославнім;ябнркябмил;гявшугябоф;їзїжещаіиб;бьюхґбьаїв;оаухчядйцч;ххнзцвшьхт
трактатіто;усблубуїуп;сщьчзяюжвд;єгвфдпчдгл;ахібаіатан;єсбжащхщяб;чоїьзелсгф
